State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Alabama,Slocomb,1953,424,419,369,94,23,1329
Alabama,Hollywood,1088,156,331,184,72,0,743
Alabama,Livingston,3410,130,398,347,304,256,1435
Alabama,Holly Pond,953,100,232,261,33,23,649
Alabama,Colony,434,53,129,83,37,15,317
Alabama,Coker,682,61,150,158,73,21,463
Alabama,Troy,19141,1635,2398,2519,1882,1206,9640
Alabama,Jackson,4851,554,1444,767,289,258,3312
Alabama,Dodge City,554,76,157,143,19,11,406
Alabama,Beaverton,241,28,109,31,10,5,183
Alabama,Detroit,181,27,59,35,15,0,136
Alabama,Kennedy,424,60,111,85,43,32,331
Alabama,Hytop,394,55,121,52,18,6,252
Alabama,Pisgah,761,138,160,151,37,27,513
Alabama,Coffeeville,420,22,82,95,23,5,227
Alabama,Blountsville,1838,298,410,343,66,35,1152
Alabama,Locust Fork,1631,253,467,314,68,19,1121
Alabama,Smoke Rise,2360,112,556,668,187,95,1618
Alabama,Thomasville,3997,628,990,966,423,103,3110
Alabama,Memphis,32,21,3,0,3,0,27
Alabama,Hanceville,3340,689,747,831,159,68,2494
Alabama,Spanish Fort,8324,287,1103,1700,1682,772,5544
Alabama,Our Town,519,150,169,133,13,0,465
Alabama,Geiger,314,32,73,43,13,4,165
Alabama,Sylacauga,12397,1222,2688,2777,886,523,8096
Alabama,Lester,190,7,81,33,11,11,143
Alabama,Grove Hill,1573,162,437,216,125,80,1020
Alabama,Headland,4661,517,1039,863,506,280,3205
Alabama,Enterprise,27859,1848,4389,6844,3678,1889,18648
Alabama,Hodges,324,50,93,49,33,7,232
Alabama,Collinsville,2074,515,464,324,91,15,1409
Alabama,Lynn,562,105,153,115,33,6,412
Alabama,Centre,3505,590,973,821,211,171,2766
Alabama,Moulton,3283,570,987,503,293,90,2443
Alabama,Ridgeville,118,20,41,16,2,2,81
Alabama,Cullman,15558,1514,3042,3156,1630,1013,10355
Alabama,Ragland,1899,296,632,286,40,29,1283
Alabama,Epes,482,22,92,179,48,6,347
Alabama,Petrey,48,1,25,5,4,1,36
Alabama,Union Springs,3596,654,775,494,114,203,2240
Alabama,Dozier,367,80,64,57,27,5,233
Alabama,Beatrice,310,35,67,83,3,15,203
Alabama,Greensboro,2870,352,802,400,177,121,1852
Alabama,Cedar Bluff,2067,299,595,385,96,114,1489
Alabama,Pinckard,458,58,124,133,33,17,365
Alabama,Union Grove,75,2,24,16,15,7,64
Alabama,Riverview,85,14,28,20,2,0,64
Alabama,Phenix City,36641,3704,6747,8387,2820,1812,23470
Alabama,Cleveland,1167,296,280,237,29,30,872
Alabama,Sanford,189,36,46,37,16,9,144
Alabama,Cherokee,814,120,184,221,39,23,587
Alabama,Dora,2200,230,521,418,102,116,1387
Alabama,Selma,18804,2392,3751,3590,1126,1003,11862
Alabama,Paint Rock,184,27,64,32,6,3,132
Alabama,Hayden,1252,143,333,304,81,48,909
Alabama,McMullen,5,3,0,1,1,0,5
Alabama,Thomaston,340,24,124,51,32,15,246
Alabama,Southside,8788,458,1437,2625,1239,542,6301
Alaska,Nelson Lagoon,74,23,24,15,0,0,62
Alaska,Chiniak,0,0,0,0,0,0,0
Alaska,Womens Bay,967,56,214,240,120,35,665
Alaska,Ouzinkie,171,29,43,34,4,0,110
Alaska,Larsen Bay,52,10,12,10,2,8,42
Alaska,Savoonga,921,153,224,53,10,1,441
Alaska,Atmautluak,209,31,61,14,2,0,108
Alaska,Brevig Mission,407,43,108,27,5,6,189
Alaska,Kodiak Station,1354,6,156,227,188,107,684
Alaska,Eek,491,67,131,41,0,0,239
Alaska,Crooked Creek,90,15,16,16,7,0,54
Alaska,Bethel,6424,348,1459,1028,460,390,3685
Alaska,Kalifornsky,8134,171,1683,2107,829,531,5321
Alaska,Beluga,4,2,2,0,0,0,4
Alaska,Nome,3813,228,774,777,292,241,2312
Alaska,Funny River,1251,91,221,297,130,32,771
Alaska,Chevak,1144,110,344,145,35,18,652
Alaska,Cantwell,183,8,68,42,20,14,152
Alaska,Emmonak,761,90,212,68,12,3,385
Alaska,Halibut Cove,71,0,0,18,8,45,71
Alaska,Old Harbor,249,27,55,46,7,8,143
Alaska,Akhiok,57,0,12,13,0,0,25
Alaska,Stebbins,473,60,93,58,8,17,236
Alaska,St. Michael,468,40,133,34,3,0,210
Alaska,Diomede,94,7,25,4,2,0,38
Alaska,Game Creek,0,0,0,0,0,0,0
Alaska,Seldovia Village,164,9,41,60,10,13,133
Alaska,Primrose,99,0,64,31,0,4,99
Alaska,Kenai,7687,708,1719,1725,596,420,5168
Alaska,Fritz Creek,1956,98,296,485,340,195,1414
Alaska,Attu Station,17,0,0,0,0,6,6
Alaska,Wainwright,508,48,132,90,9,5,284
Alaska,Ferry,16,0,6,6,0,0,12
Alaska,Kasilof,531,0,69,129,45,23,266
Alaska,Salcha,995,3,157,217,180,62,619
Alaska,Kwethluk,653,84,124,97,15,2,322
Alaska,Manley Hot Springs,80,3,20,23,10,1,57
Alaska,Fox,566,86,172,181,39,0,478
Alaska,Fairbanks,31677,1366,4766,7203,3324,1518,18177
Alaska,Ester,1312,83,96,228,207,214,828
Alaska,Pleasant Valley,569,0,51,210,59,28,348
Alaska,Tenakee Springs,155,0,52,25,37,11,125
Alaska,Chenega,48,0,12,9,12,3,36
Alaska,Nelchina,171,7,49,17,9,0,82
Alaska,Copper Center,299,14,116,61,3,5,199
Alaska,Mendeltna,26,0,9,17,0,0,26
Alaska,Silver Springs,120,2,13,16,18,13,62
Alaska,Alakanuk,837,121,173,59,6,4,363
Alaska,Anderson,137,6,18,36,9,9,78
Alaska,Nuiqsut,469,67,88,45,32,22,254
Alaska,False Pass,78,3,24,30,0,3,60
Alaska,McGrath,283,12,70,61,17,10,170
Alaska,Tununak,339,40,90,38,7,0,175
Alaska,Big Lake,2765,157,899,769,185,73,2083
Alaska,New Stuyahok,557,52,124,63,7,39,285
Alaska,Nightmute,189,31,47,20,2,0,100
Alaska,Galena,510,38,73,105,47,59,322
Alaska,Coldfoot,132,21,22,54,32,0,129
Alaska,Arctic Village,153,25,22,27,0,9,83
Alaska,Kotzebue,3288,236,772,589,229,106,1932
Alaska,Ambler,299,35,85,28,4,26,178
Alaska,Ekwok,80,15,22,10,0,0,47
Alaska,Aleknagik,204,14,66,46,10,4,140
Alaska,Venetie,141,34,29,23,0,2,88
Alaska,Red Dog Mine,82,16,0,50,16,0,82
Alaska,Tanana,242,33,76,45,13,5,172
Alaska,Rampart,60,7,11,11,0,0,29
Alaska,Grayling,176,15,58,14,1,0,88
Alaska,Fort Yukon,533,47,144,114,15,17,337
Alaska,Stony River,41,4,14,0,0,0,18
Alaska,Akiak,416,29,113,54,5,1,202
Alaska,Kiana,262,12,83,31,3,4,133
Alaska,Kivalina,688,101,169,37,8,25,340
Alaska,Anaktuvuk Pass,274,33,62,36,0,6,137
Alaska,Angoon,523,35,161,166,18,17,397
Alaska,Dry Creek,133,0,13,51,7,6,77
Alaska,Susitna,0,0,0,0,0,0,0
Alaska,Lakes,10098,263,1891,2847,992,469,6462
Alaska,Lake Louise,9,0,9,0,0,0,9
Alaska,Gateway,7037,152,1128,1868,830,468,4446
Alaska,Fishhook,6203,401,923,1336,789,381,3830
Alaska,Farm Loop,1137,59,150,287,118,102,716
Alaska,Tuluksak,415,51,114,46,4,3,218
Alaska,Mekoryuk,226,23,77,40,6,5,151
Alaska,Kongiganak,441,40,128,45,5,0,218
Alaska,Kasigluk,574,86,141,49,2,0,278
Alaska,Aniak,525,56,145,85,31,14,331
Alaska,Akutan,758,111,244,205,55,35,650
Alaska,Ruby,207,23,52,24,5,6,110
Alaska,Koliganek,161,15,36,22,7,7,87
Alaska,Kaltag,172,13,52,44,2,11,122
Alaska,Four Mile Road,4,4,0,0,0,0,4
Alaska,Evansville,11,1,3,3,4,0,11
Alaska,Knik-Fairview,17513,896,3755,4222,1351,810,11034
Alaska,Wasilla,9675,670,1971,2597,675,332,6245
Alaska,Shageluk,75,8,22,10,2,2,44
Alaska,Takotna,23,3,8,4,0,0,15
Alaska,Dillingham,2250,138,476,469,208,123,1414
Alaska,Quinhagak,796,120,173,57,103,0,453
Alaska,Tanaina,10520,425,2122,2605,844,415,6411
Alaska,Pilot Station,576,71,140,40,11,0,262
Alaska,Port Lions,190,12,72,41,12,7,144
Alaska,Mountain Village,828,78,253,73,40,9,453
Alaska,Scammon Bay,585,63,115,43,3,4,228
Alaska,Point Hope,592,42,139,96,7,3,287
Alaska,Hoonah,800,60,258,162,64,35,579
Alaska,Stevens Village,11,3,4,0,0,0,7
Alaska,Glennallen,289,0,28,34,16,54,132
Alaska,Buckland,608,41,176,51,9,4,281
Alaska,Deering,154,16,43,22,4,0,85
Alaska,Central,47,4,21,13,0,8,46
Alaska,Homer,5607,216,845,1511,764,629,3965
Alaska,Soldotna,4589,185,1052,1339,376,262,3214
Alaska,Aleneva,27,20,7,0,0,0,27
Alaska,Salamatof,1015,85,338,314,45,15,797
Alaska,Kodiak,6107,446,1371,1376,670,255,4118
Alaska,Nikiski,4575,226,1243,1150,394,143,3156
Alaska,Cohoe,1217,59,323,372,126,72,952
Alaska,Nikolaevsk,261,37,53,69,25,7,191
Alaska,Chistochina,85,8,51,4,2,0,65
Alaska,Chitina,98,14,18,38,0,0,70
Alaska,Mentasta Lake,205,12,106,13,0,24,155
Alaska,Tonsina,28,0,0,10,18,0,28
Alaska,Whittier,311,22,54,86,28,11,201
Alaska,Huslia,404,19,93,91,13,2,218
Alaska,Seldovia,229,9,45,69,41,19,183
Alaska,Butte,3929,180,870,932,446,241,2669
Alaska,Eielson AFB,2979,41,133,601,267,273,1315
Alaska,Circle,74,8,16,14,3,0,41
Alaska,Chalkyitsik,115,11,27,19,6,15,78
Alaska,Livengood,4,0,4,0,0,0,4
Alaska,Minto,229,17,77,32,5,3,134
Alaska,Nikolai,114,10,54,15,1,0,80
Alaska,Palmer,6978,334,1559,1397,556,303,4149
Alaska,College,13709,344,1476,3027,1952,1496,8295
Alaska,Koyukuk,62,8,17,13,3,0,41
Alaska,Newtok,360,46,102,18,4,2,172
Alaska,Platinum,13,5,6,0,0,0,11
Alaska,Houston,2172,145,530,546,103,67,1391
Alaska,Petersville,0,0,0,0,0,0,0
Alaska,Sutton-Alpine,1586,145,445,498,109,35,1232
Alaska,Beaver,46,4,12,21,0,0,37
Alaska,Bettles,66,0,22,23,0,21,66
Alaska,Nunapitchuk,869,140,205,94,7,0,446
Alaska,Hughes,90,9,34,12,0,0,55
Alaska,Napaskiak,356,30,88,46,0,2,166
Alaska,Toksook Bay,527,68,120,62,15,13,278
Alaska,Craig,1263,80,316,276,106,84,862
Alaska,Mosquito Lake,183,0,120,21,0,13,154
Alaska,Tetlin,144,29,32,26,2,2,91
Alaska,Pope-Vannoy Landing,0,0,0,0,0,0,0
Alaska,Perryville,86,7,29,5,0,1,42
Alaska,Ivanof Bay,0,0,0,0,0,0,0
Alaska,Iliamna,63,1,18,10,1,4,34
Alaska,Levelock,76,14,15,11,2,0,42
Alaska,Alatna,4,0,2,2,0,0,4
Alaska,Point MacKenzie,976,118,412,208,7,14,759
Alaska,Meadow Lakes,7656,349,1837,1977,435,264,4862
Alaska,Lazy Mountain,1800,51,258,466,259,137,1171
Alaska,Chase,9,9,0,0,0,0,9
Alaska,Napakiak,369,63,107,26,7,0,203
Alaska,Goodnews Bay,192,33,37,21,8,0,99
Alaska,Sterling,5321,216,1276,1557,425,293,3767
Alaska,Hope,55,0,10,10,8,16,44
Alaska,Elfin Cove,12,0,12,0,0,0,12
Alaska,Hobart Bay,0,0,0,0,0,0,0
Alaska,Shishmaref,525,54,138,65,14,15,286
Alaska,Teller,182,28,61,12,0,0,101
Alaska,Manokotak,824,62,232,91,45,71,501
Alaska,Kotlik,811,104,215,44,4,9,376
Alaska,Chignik Lake,51,11,13,6,0,4,34
Alaska,St. Mary's,640,43,170,91,10,2,316
Alaska,Kaktovik,178,23,43,22,2,0,90
Alaska,Anchor Point,2093,104,508,609,240,95,1556
Alaska,Cooper Landing,569,17,39,93,154,74,377
Alaska,Ninilchik,749,35,192,200,75,39,541
Alaska,Diamond Ridge,1285,35,165,307,245,162,914
Alaska,Fox River,594,122,40,43,15,6,226
Alaska,Healy,1022,11,175,257,174,74,691
Alaska,Newhalen,121,6,34,18,5,2,65
Alaska,Pedro Bay,20,0,8,11,1,0,20
Alaska,Pilot Point,83,13,15,14,0,18,60
Alaska,South Naknek,41,7,13,9,1,3,33
Alaska,Ketchikan,8224,516,1795,2097,888,367,5663
Alaska,Coffman Cove,130,27,34,36,14,5,116
Alaska,Excursion Inlet,33,0,13,12,0,8,33
Alaska,Egegik,83,4,42,24,0,2,72
Alaska,Port Heiden,78,16,15,9,4,0,44
Alaska,Port Protection,38,0,9,9,10,10,38
Alaska,Portage Creek,0,0,0,0,0,0,0
Alaska,Twin Hills,63,18,14,11,0,0,43
Alaska,Kobuk,143,12,32,8,2,3,57
Alaska,Atqasuk,164,20,36,17,2,2,77
Alaska,Kipnuk,613,90,166,65,1,0,322
Alaska,Kwigillingok,379,35,96,55,2,0,188
Alaska,Lower Kalskag,283,23,98,26,2,2,151
Alaska,Togiak,705,54,147,107,10,11,329
Alaska,Upper Kalskag,222,19,58,41,1,0,119
Alaska,Metlakatla,1635,97,377,437,67,41,1019
Alaska,Karluk,44,5,6,6,0,0,17
Alaska,Eagle,74,2,22,23,8,1,56
Alaska,Northway Junction,37,1,16,8,2,0,27
Alaska,Northway Village,100,30,42,1,0,0,73
Alaska,Tanacross,141,14,60,21,2,0,97
Alaska,Juneau city and borough,32330,878,4584,8138,5735,3144,22479
Alaska,Kenny Lake,9,0,0,0,9,0,9
Alaska,Klawock,876,62,274,195,43,33,607
Alaska,Tyonek,344,13,116,64,10,4,207
Alaska,Gakona,148,3,46,19,18,2,88
Alaska,Tolsona,0,0,0,0,0,0,0
Alaska,Valdez,3870,32,785,992,423,489,2721
Alaska,Klukwan,47,9,13,19,1,3,45
Alaska,Gambell,601,93,175,39,4,2,313
Alaska,Golovin,128,4,23,24,4,3,58
Alaska,Cordova,3055,124,643,695,624,142,2228
Alaska,Harding-Birch Lakes,209,0,92,11,60,42,205
Alaska,Chefornak,501,57,117,47,4,0,225
Alaska,Kake,578,43,188,125,34,9,399
Alaska,Happy Valley,656,49,241,168,49,4,511
Alaska,King Cove,1074,109,404,207,88,20,828
Alaska,Hooper Bay,1101,81,292,97,7,6,483
Alaska,Ridgeway,2617,145,588,568,285,142,1728
Alaska,Allakaket,170,15,49,24,12,4,104
Alaska,St. Paul,425,28,147,84,17,25,301
Alaska,Slana,0,0,0,0,0,0,0
Alaska,Point Baker,0,0,0,0,0,0,0
Alaska,Gulkana,52,4,34,8,0,0,46
Alaska,Naukati Bay,112,27,35,11,9,20,102
Alaska,Crown Point,58,0,25,5,9,0,39
Alaska,Tazlina,354,11,109,46,29,12,207
Alaska,Port Graham,192,15,81,31,6,5,138
Alaska,Chignik,61,0,22,18,0,2,42
Alaska,Anchorage municip,296112,11867,45753,66655,42077,25642,191994
Alaska,Deltana,2613,167,532,644,160,135,1638
Alaska,Two Rivers,399,0,45,85,76,36,242
Alaska,Nenana,383,37,97,82,34,9,259
Alaska,Mertarvik,0,0,0,0,0,0,0
Alaska,Loring,0,0,0,0,0,0,0
Alaska,Goldstream,4389,45,475,969,955,842,3286
Alaska,Farmers Loop,5535,206,405,1728,835,541,3715
Alaska,Eureka Roadhouse,0,0,0,0,0,0,0
Alaska,Chena Ridge,5903,201,404,1301,935,1083,3924
Alaska,Badger,18792,572,3535,5468,2121,623,12319
Alaska,Clark's Point,48,2,16,9,0,0,27
Alaska,Haines,1870,44,389,404,337,183,1357
Alaska,Wrangell city and borough,2484,219,705,563,263,125,1875
Alaska,Gustavus,416,15,63,128,124,27,357
Alaska,Nunam Iqua,167,35,19,20,0,0,74
Alaska,Adak,203,12,76,19,6,6,119
Alaska,Sleetmute,83,10,26,3,6,1,46
Alaska,Selawik,839,140,223,36,11,3,413
Alaska,Tatitlek,78,6,38,14,1,0,59
Alaska,Lake Minchumina,14,3,2,7,0,2,14
Alaska,Trapper Creek,382,35,119,111,8,27,300
Alaska,Glacier View,208,20,41,57,43,16,177
Alaska,St. George,78,2,39,8,5,2,56
Alaska,Eagle Village,25,10,2,13,0,0,25
Alaska,Dot Lake,0,0,0,0,0,0,0
Alaska,Clam Gulch,197,11,51,66,17,3,148
Alaska,Bear Creek,1465,53,451,409,134,23,1070
Alaska,Sand Point,1372,106,341,408,85,38,978
Alaska,Pitkas Point,122,21,34,15,1,0,71
Alaska,Whitestone Logging Camp,0,0,0,0,0,0,0
Alaska,White Mountain,186,18,48,36,7,4,113
Alaska,Unalakleet,693,65,152,136,71,36,460
Alaska,Kasaan,75,6,15,25,7,0,53
Alaska,Hyder,15,0,0,0,15,0,15
Alaska,Hollis,127,0,38,13,13,11,75
Alaska,Port Alexander,97,3,19,26,14,0,62
Alaska,Unalaska,4781,412,1304,1149,487,98,3450
Alaska,Saxman,360,30,120,88,14,10,262
Alaska,Nabesna,0,0,0,0,0,0,0
Alaska,Kupreanof,13,0,6,0,4,3,13
Alaska,Port Alsworth,151,1,11,17,33,5,67
Alaska,Chuathbaluk,124,7,40,6,7,4,64
Alaska,Red Devil,21,4,9,7,0,0,20
Alaska,Noorvik,597,71,157,40,26,1,295
Alaska,Ugashik,8,0,6,1,0,0,7
Alaska,Sunrise,40,0,0,0,0,40,40
Alaska,Seward,2770,159,781,751,205,70,1966
Alaska,Lowell Point,167,0,67,38,37,6,148
Alaska,Holy Cross,183,21,74,22,3,2,122
Alaska,Flat,0,0,0,0,0,0,0
Alaska,Anvik,104,3,30,22,0,2,57
Alaska,Willow,2126,162,350,576,228,98,1414
Alaska,Talkeetna,965,46,178,287,114,28,653
Alaska,Skwentna,42,0,14,23,0,0,37
Alaska,Thorne Bay,614,39,127,204,84,25,479
Alaska,Yakutat,665,37,149,151,76,14,427
Alaska,Nondalton,114,12,29,20,6,4,71
Alaska,Point Possession,0,0,0,0,0,0,0
Alaska,Birch Creek,2,0,2,0,0,0,2
Alaska,Tuntutuliak,566,59,130,57,2,4,252
Alaska,Koyuk,271,17,67,36,0,3,123
Alaska,Naknek,464,17,106,143,66,15,347
Alaska,Marshall,299,25,82,37,0,0,144
Alaska,North Pole,2660,109,342,696,201,126,1474
Alaska,Moose Creek,794,55,20,310,41,54,480
Alaska,Tok,1160,83,220,292,81,111,787
Alaska,Big Delta,457,15,154,127,27,55,378
Alaska,Prudhoe Bay,1893,42,727,662,290,91,1812
Alaska,Sitka city and borough,8738,371,1741,2026,1256,748,6142
Alaska,Point Lay,251,23,47,26,4,0,100
Alaska,Willow Creek,0,0,0,0,0,0,0
Alaska,Wales,170,11,49,26,2,0,88
Alaska,Paxson,0,0,0,0,0,0,0
Alaska,Chisana,0,0,0,0,0,0,0
Alaska,Nanwalek,212,7,63,39,5,10,124
Alaska,Moose Pass,357,17,111,89,26,16,259
Alaska,Covenant Life,35,0,14,13,0,8,35
Alaska,Chignik Lagoon,75,5,15,23,1,5,49
Alaska,Nikolski,26,2,14,0,2,0,18
Alaska,Mud Bay,149,0,12,0,69,50,131
Alaska,Edna Bay,34,6,18,5,0,0,29
Alaska,Fort Greely,161,0,15,21,19,0,55
Alaska,Kachemak,488,8,79,141,94,59,381
Alaska,Whale Pass,48,12,24,0,12,0,48
Alaska,McCarthy,0,0,0,0,0,0,0
Alaska,Utqiagvik,4408,321,931,820,214,149,2435
Alaska,Pelican,93,16,17,20,26,0,79
Alaska,Wiseman,13,0,7,0,0,0,7
Alaska,Chicken,13,0,6,7,0,0,13
Alaska,Alcan Border,177,0,2,23,0,20,45
Alaska,Russian Mission,318,38,67,28,3,3,139
Alaska,Hydaburg,330,18,93,64,19,10,204
Alaska,Lutak,154,0,0,68,0,0,68
Alaska,Kokhanok,150,18,56,11,1,3,89
Alaska,Igiugig,62,9,10,12,7,0,38
Alaska,Atka,35,3,11,6,1,0,21
Alaska,Healy Lake,4,0,0,1,0,0,1
Alaska,Dot Lake Village,38,12,8,14,0,0,34
Alaska,Delta Junction,1053,37,195,286,87,55,660
Alaska,Nulato,257,31,69,61,10,8,179
Alaska,Port Clarence,43,0,0,0,0,0,0
Alaska,King Salmon,385,12,106,88,49,10,265
Alaska,Shaktoolik,294,19,107,23,2,0,151
Alaska,Knik River,833,69,205,197,85,37,593
Alaska,Chickaloon,241,10,37,129,15,35,226
Alaska,Buffalo Soapstone,871,81,190,161,89,22,543
Alaska,Oscarville,64,10,10,4,0,4,28
Alaska,Lime Village,8,1,2,0,0,0,3
Alaska,Akiachak,567,66,102,100,20,1,289
Alaska,Shungnak,288,38,81,23,3,0,145
Alaska,Noatak,422,32,149,38,0,2,221
Alaska,Cold Bay,52,0,13,17,7,5,42
Alaska,Elim,303,15,100,38,0,0,153
Alaska,Denali Park,856,0,143,115,253,139,650
Alaska,Petersburg,3106,202,663,610,435,109,2019
Alaska,Whitestone,80,0,10,32,7,2,51
Alaska,South Van Horn,552,46,102,158,41,9,356
Alaska,Susitna North,882,40,268,260,87,75,730
Alaska,Steele Creek,7380,193,1240,1776,1277,482,4968
Alaska,Northway,102,11,23,17,2,1,54
Alaska,Skagway,1005,49,173,288,213,45,768
Arizona,Bowie,363,116,89,46,5,2,258
Arizona,Brenda,406,18,125,192,6,65,406
Arizona,Bryce,48,0,14,0,0,0,14
Arizona,Buckshot,24,16,8,0,0,0,24
Arizona,Cactus Flats,1378,74,232,434,104,0,844
Arizona,Cactus Forest,955,155,166,200,63,0,584
Arizona,Campo Bonito,133,0,31,102,0,0,133
Arizona,Cane Beds,319,33,49,33,17,0,132
Arizona,Carrizo,119,19,12,19,0,0,50
Arizona,Wellton Hills,310,92,48,51,5,0,196
Arizona,Casa Blanca,1044,191,262,96,25,0,574
Arizona,Bylas,1719,258,375,212,21,11,877
Arizona,Beyerville,116,38,3,19,0,3,63
Arizona,Bear Flat,0,0,0,0,0,0,0
Arizona,Beaver Dam,1547,275,512,519,114,0,1420
Arizona,Aztec,0,0,0,0,0,0,0
Arizona,Avenue B and C,3708,1216,654,406,36,81,2393
Arizona,Washington Park,153,0,82,52,0,19,153
Arizona,Arlington,131,13,17,78,0,0,108
Arizona,Arivaca Junction,1233,287,255,109,68,19,738
Arizona,Walnut Creek,689,0,134,388,32,0,554
Arizona,Wall Lane,375,177,16,17,8,0,218
Arizona,Wahak Hotrontk,161,6,54,19,0,0,79
Arizona,Wagon Wheel,1602,186,272,391,159,109,1117
Arizona,Village of Oak Creek (Big Park),6057,263,924,1937,1299,1104,5527
Arizona,Vicksburg,621,60,282,176,42,39,599
Arizona,Vernon,122,10,29,14,21,0,74
Arizona,Verde Village,12473,845,2603,3441,918,871,8678
Arizona,Beaver Valley,251,22,96,87,0,32,237
Arizona,Cedar Creek,633,77,116,122,0,4,319
Arizona,Charco,28,6,7,5,0,0,18
Arizona,Central,417,0,59,164,20,26,269
Arizona,Benson,4884,462,1129,1436,435,266,3728
Arizona,Rock Point,461,68,143,52,21,23,307
Arizona,Douglas,16453,3090,3157,3736,750,318,11051
Arizona,Huachuca City,2275,152,414,648,123,39,1376
Arizona,Black Canyon City,3172,238,946,1205,229,111,2729
Arizona,Camp Verde,11169,1236,2334,2841,948,466,7825
Arizona,Cornville,3192,324,716,1107,360,224,2731
Arizona,Lake Montezuma,5212,509,1024,1977,350,223,4083
Arizona,Coolidge,12503,1316,2842,2521,801,423,7903
Arizona,Florence,26350,6042,6315,7023,1301,1031,21712
Arizona,Cornfields,313,50,42,68,17,3,180
Arizona,Nazlini,457,63,85,38,18,0,204
Arizona,Kykotsmovi Village,863,25,222,234,24,27,532
Arizona,Winslow,9505,1278,1792,2374,339,300,6083
Arizona,Ajo,3279,383,851,813,148,127,2322
Arizona,Marana,43606,1577,4874,10033,7917,5098,29499
Arizona,Tacna,761,83,156,156,33,15,443
Arizona,Window Rock,2952,337,524,777,218,65,1921
Arizona,Sierra Vista,43550,2075,5107,12997,5313,3003,28495
Arizona,Copper Hill,0,0,0,0,0,0,0
Arizona,Concho,116,26,17,36,0,0,79
Arizona,Comobabi,46,8,0,8,0,0,16
Arizona,Clacks Canyon,283,15,97,30,34,14,190
Arizona,Citrus Park,5033,109,803,1714,586,385,3597
Arizona,Cienega Springs,1882,208,534,559,115,70,1486
Arizona,Clay Springs,349,37,72,93,0,0,202
Arizona,Christopher Creek,125,0,46,61,18,0,125
Arizona,Chloride,385,47,160,116,24,19,366
Arizona,Chiawuli Tak,0,0,0,0,0,0,0
Arizona,Centennial Park,1236,50,183,105,58,29,425
Arizona,Ventana,93,41,11,0,0,0,52
Arizona,Wikieup,118,34,21,24,15,0,94
Arizona,Valle,204,86,24,94,0,0,204
Arizona,Wheatfields,354,104,92,55,18,0,269
Arizona,Whispering Pines,86,0,0,54,8,24,86
Arizona,Whitecone,801,157,139,179,0,8,483
Arizona,White Hills,221,45,75,18,47,36,221
Arizona,White Mountain Lake,2605,300,752,655,178,52,1937
Arizona,Tusayan,353,23,60,97,94,0,274
Arizona,Why,151,9,27,85,9,0,130
Arizona,Whetstone,2146,207,458,756,167,73,1661
Arizona,Theba,87,38,8,0,5,0,51
Arizona,Red Rock CDP (Pinal County),3775,198,430,808,330,179,1945
Arizona,Cottonwood,186,22,10,62,11,7,112
Arizona,Cowlic,168,9,18,19,0,0,46
Arizona,Crozier,40,10,9,13,1,0,33
Arizona,Crystal Beach,134,22,73,39,0,0,134
Arizona,Kohls Ranch,126,0,26,78,22,0,126
Arizona,Komatke,1156,206,124,136,19,13,498
Arizona,Lake of the Woods,3671,313,846,1061,232,225,2677
Arizona,La Paz Valley,762,425,109,128,82,0,744
Arizona,Red Rock CDP (Apache County),148,15,58,25,0,0,98
Arizona,Morristown,182,4,66,70,36,0,176
Arizona,Ko Vaya,8,0,4,4,0,0,8
Arizona,Gold Canyon,11038,414,2190,3244,2636,1327,9811
Arizona,Buckeye,65630,6312,10510,16714,5682,2090,41308
Arizona,Yucca,108,19,20,46,4,0,89
Arizona,York,725,37,155,157,99,3,451
Arizona,Woodruff,199,0,30,92,77,0,199
Arizona,Wittmann,641,52,276,33,14,14,389
Arizona,Wintersburg,24,0,15,0,0,0,15
Arizona,Willow Canyon,0,0,0,0,0,0,0
Arizona,Wet Camp Village,218,67,33,12,0,0,112
Arizona,Valle Vista,2132,166,724,544,232,108,1774
Arizona,Sehili,87,18,12,37,0,0,67
Arizona,Scenic,1792,281,410,446,65,52,1254
Arizona,Valentine,72,35,8,11,0,3,57
Arizona,Vaiva Vo,0,0,0,0,0,0,0
Arizona,Utting,115,22,35,58,0,0,115
Arizona,Upper Santan Village,489,116,172,43,11,0,342
Arizona,Turkey Creek,429,73,41,87,18,0,219
Arizona,Truxton,78,4,24,24,0,0,52
Arizona,Toyei,0,0,0,0,0,0,0
Arizona,Santa Cruz,0,0,0,0,0,0,0
Arizona,Wide Ruins,60,16,15,0,0,29,60
Arizona,Topock,15,0,0,15,0,0,15
Arizona,San Tan Valley,93230,4626,15674,24416,7865,3895,56476
Arizona,Arivaca,646,46,197,157,71,109,580
Arizona,Topawa,237,46,73,53,20,0,192
Arizona,Tonto Village,239,0,26,100,28,30,184
Arizona,Tolani Lake,370,59,75,78,0,0,212
Arizona,Tees Toh,574,83,102,142,17,7,351
Arizona,Tat Momoli,52,52,0,0,0,0,52
