State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Minnesota,Trommald,69,6,29,13,7,0,55
Minnesota,Eagle Bend,458,54,145,136,23,10,368
Minnesota,Marble,590,57,170,143,46,5,421
Minnesota,La Prairie,916,25,235,221,66,33,580
Minnesota,Grand Rapids,11140,503,2203,3207,1317,573,7803
Minnesota,Coleraine,1648,53,329,477,228,61,1148
Minnesota,Menahga,1074,84,359,261,65,25,794
Minnesota,Ronneby,35,0,16,9,0,0,25
Minnesota,North St. Paul,12342,844,2663,2665,1709,660,8541
Minnesota,Vadnais Heights,13376,341,2108,2844,2629,1655,9577
Minnesota,Rice Lake,4142,153,991,1171,493,151,2959
Minnesota,Whipholt,111,1,11,44,20,7,83
Minnesota,West Roy Lake,37,3,11,15,2,0,31
Minnesota,Warsaw,679,6,173,171,101,35,486
Minnesota,Twin Lakes,210,12,36,53,24,7,132
Minnesota,The Ranch,2,2,0,0,0,0,2
Minnesota,Stanchfield,57,14,14,22,0,0,50
Minnesota,Soudan,395,10,77,174,51,9,321
Minnesota,Silver Creek,251,15,59,90,28,0,192
Minnesota,Searles,285,10,119,62,15,0,206
Minnesota,South End,43,10,6,9,0,0,25
Minnesota,Coates,232,21,56,54,29,2,162
Mississippi,Corinth,14647,1567,2865,3179,1342,856,9809
Mississippi,Leland,4058,609,745,694,367,239,2654
Mississippi,Laurel,18607,2633,3345,3602,1628,1119,12327
Mississippi,Heidelberg,830,70,255,190,32,61,608
Mississippi,Diamondhead,8149,228,1244,2484,1523,834,6313
Mississippi,Summit,2185,283,440,381,106,89,1299
Mississippi,Montrose,133,13,31,26,15,9,94
Mississippi,Natchez,15188,1828,3280,2982,1320,1084,10494
Mississippi,Iuka,2978,576,854,534,118,53,2135
Mississippi,Tutwiler,4398,1561,1013,557,106,9,3246
Mississippi,Sebastopol,387,26,51,88,37,20,222
Mississippi,Union,2126,298,449,413,158,65,1383
Mississippi,Saucier,1191,74,305,288,97,95,859
Mississippi,Sumrall,1635,91,304,343,189,142,1069
Mississippi,Sunflower,1158,204,184,188,81,26,683
Mississippi,Amory,6983,1117,1491,1236,677,432,4953
Mississippi,Petal,10669,552,1758,2397,1172,662,6541
Mississippi,Columbus,24272,2686,5259,4772,2078,1510,16305
Mississippi,Terry,1344,85,197,278,212,110,882
Mississippi,Belzoni,2009,300,541,270,123,98,1332
Mississippi,Greenwood,14280,1815,3422,2037,1204,626,9104
Mississippi,Verona,3105,729,632,698,95,20,2174
Mississippi,Eupora,2317,242,529,395,73,150,1389
Mississippi,Boyle,987,94,157,239,56,39,585
Mississippi,Chunky,415,57,97,103,21,2,280
Mississippi,Starkville,25122,1233,2475,3342,3133,3489,13672
Mississippi,New Augusta,688,104,151,124,34,18,431
Mississippi,Centreville,1616,150,554,232,76,29,1041
Mississippi,Anguilla,636,104,111,143,50,22,430
Mississippi,Shubuta,386,46,138,48,6,8,246
Mississippi,Crosby,337,60,85,24,3,5,177
Mississippi,West Hattiesburg,5933,596,692,1209,570,598,3665
Mississippi,Cary,296,46,76,86,20,12,240
Mississippi,Oakland,541,99,101,99,1,12,312
Mississippi,Soso,464,77,99,106,36,6,324
Mississippi,McComb,12723,1625,3134,2141,599,322,7821
Mississippi,Ellisville,4815,596,711,753,401,232,2693
Mississippi,Collinsville,1606,124,315,509,128,267,1343
Mississippi,Glen,541,35,86,172,33,10,336
Mississippi,Wade,966,80,246,217,130,0,673
Mississippi,De Kalb,1278,148,363,255,83,52,901
Mississippi,Enterprise,650,40,119,161,35,11,366
Mississippi,Sledge,400,87,82,104,9,14,296
Mississippi,Crowder,747,159,159,70,43,0,431
Mississippi,Richton,904,117,187,168,77,41,590
Mississippi,Meridian,38602,3914,6966,9380,3290,2109,25659
Mississippi,West Point,10794,1254,2304,2144,933,506,7141
Mississippi,Sidon,443,71,137,30,0,12,250
Mississippi,Nellieburg,1398,161,311,307,81,82,942
Mississippi,Silver Creek,126,7,62,24,2,0,95
Mississippi,Columbus AFB,1673,42,79,200,220,174,715
Mississippi,Lumberton,1839,127,410,515,91,70,1213
Mississippi,Marietta,248,27,51,87,10,17,192
Mississippi,Hattiesburg,46251,3441,6142,8785,4983,4000,27351
Mississippi,Long Beach,15529,792,3206,4409,1306,930,10643
Mississippi,Walnut,1195,107,268,197,67,44,683
Mississippi,Louise,236,44,42,45,22,6,159
Mississippi,Gulfport,71570,6512,13662,16490,6510,3548,46722
Mississippi,Mantee,220,16,66,46,28,5,161
Mississippi,Kiln,2112,213,214,815,117,148,1507
Mississippi,Port Gibson,1699,192,302,280,176,138,1088
Mississippi,Arnold Line,2501,90,489,587,318,263,1747
Mississippi,Alcorn State University,1017,0,0,41,14,153,208
Mississippi,Paden,129,10,32,31,8,0,81
Mississippi,Falkner,819,46,174,179,93,25,517
Mississippi,Aberdeen,5347,709,1157,1015,453,201,3535
Mississippi,Caledonia,1586,199,236,321,154,60,970
Mississippi,Pontotoc,5997,865,1038,1276,482,146,3807
Mississippi,Beaumont,995,153,340,232,36,0,761
Mississippi,Tillatoba,25,0,13,12,0,0,25
Mississippi,Utica,800,113,115,227,55,27,537
Mississippi,Weir,746,89,189,99,40,10,427
Mississippi,Kossuth,254,26,66,62,32,7,193
Mississippi,Pittsboro,184,9,53,58,1,11,132
Mississippi,Jonestown,1124,224,98,295,37,12,666
Mississippi,Walthall,92,9,10,19,25,11,74
Mississippi,Waynesboro,4910,889,1128,513,208,194,2932
Mississippi,Richland,7185,702,1511,1619,480,142,4454
Mississippi,Picayune,11140,1321,1817,2767,890,356,7151
Mississippi,Quitman,2001,271,504,406,235,92,1508
Mississippi,West,173,36,30,27,22,3,118
Mississippi,Isola,849,133,187,136,42,33,531
Mississippi,Fayette,1333,188,180,154,47,144,713
Mississippi,Cleveland,11998,1379,1488,2069,1332,1014,7282
Mississippi,Bude,785,154,137,172,27,45,535
Mississippi,Mize,229,38,34,44,11,16,143
Mississippi,Algoma,849,139,168,123,22,26,478
Mississippi,Jumpertown,668,80,149,143,25,13,410
Mississippi,Potts Camp,613,102,149,103,17,5,376
Mississippi,Batesville,7303,620,1072,1253,805,319,4069
Mississippi,Purvis,2493,154,579,598,198,66,1595
Mississippi,Liberty,831,92,270,149,53,37,601
Mississippi,Hernando,15807,927,2412,3725,2032,1117,10213
Mississippi,Ocean Springs,17613,615,3033,3892,2571,1762,11873
Mississippi,Crawford,428,60,147,60,27,6,300
Mississippi,Bolton,654,70,192,173,35,18,488
Mississippi,Snow Lake Shores,289,19,87,105,30,24,265
Mississippi,Bentonia,335,52,79,86,34,0,251
Mississippi,Woodville,1205,128,257,231,142,17,775
Mississippi,Farmington,2532,171,489,650,190,61,1561
Mississippi,Metcalfe,900,102,175,132,83,2,494
Mississippi,Rienzi,308,66,82,78,3,7,236
Mississippi,French Camp,268,2,3,71,22,19,117
Mississippi,Big Point,633,131,94,236,49,0,510
Mississippi,Meridian Station,620,0,15,125,14,20,174
Mississippi,Saltillo,4991,434,763,1193,401,360,3151
Mississippi,Nettleton,2103,357,553,343,80,56,1389
Mississippi,Latimer,6861,762,1582,1774,482,300,4900
Mississippi,Clinton,25456,1472,2705,5379,4214,2686,16456
Mississippi,Hickory Flat,587,104,138,111,19,12,384
Mississippi,Morgan City,215,31,65,3,11,11,121
Mississippi,Carrollton,148,6,22,24,34,21,107
Mississippi,Lynchburg,2558,140,523,670,158,165,1656
Mississippi,Falcon,146,36,21,19,1,2,79
Mississippi,Biloxi,45568,3859,8106,10410,4744,2554,29673
Mississippi,Pass Christian,5669,434,585,1359,777,482,3637
Mississippi,Pope,230,35,40,34,29,26,164
Mississippi,Blue Springs,329,42,60,49,25,5,181
Mississippi,Pelahatchie,1433,220,384,220,46,45,915
Mississippi,Brandon,23688,1151,2890,5979,3839,2469,16328
Mississippi,Shaw,1733,324,255,290,141,90,1100
Mississippi,Moorhead,1792,159,271,334,33,49,846
Mississippi,Tremont,466,66,81,107,18,37,309
Mississippi,Lexington,2018,235,549,275,116,65,1240
Mississippi,Hazlehurst,3877,458,901,834,266,120,2579
Mississippi,D'Lo,612,80,124,132,18,43,397
Mississippi,Beauregard,482,56,66,110,12,13,257
Mississippi,Mound Bayou,1728,218,283,314,139,59,1013
Mississippi,Pearlington,1022,219,264,255,44,22,804
Mississippi,Ripley,5282,858,1106,749,358,190,3261
Mississippi,Sardis,2245,363,407,388,150,65,1373
Mississippi,Courtland,492,59,133,66,29,13,300
Mississippi,Hickory,654,28,139,160,9,6,342
Mississippi,Carthage,4862,554,1032,766,245,147,2744
Mississippi,New Hope,3759,298,568,1021,531,186,2604
Mississippi,Ackerman,1534,229,367,322,150,87,1155
Mississippi,Artesia,392,56,113,78,11,1,259
Mississippi,Tylertown,1791,254,444,328,155,94,1275
Mississippi,Flowood,8870,373,1231,1718,1648,1373,6343
Mississippi,Canton,12330,2024,2364,2000,913,640,7941
Mississippi,Vaiden,592,146,179,56,22,53,456
Mississippi,Ridgeland,24265,922,2484,4142,4932,3460,15940
Mississippi,Clarksdale,16174,1749,2475,3589,1287,640,9740
Mississippi,Vicksburg,22706,2249,4382,4562,1990,1283,14466
Mississippi,Sylvarena,98,0,34,26,1,4,65
Mississippi,Baldwyn,2998,405,821,645,166,104,2141
Mississippi,Senatobia,7966,813,1093,1588,761,289,4544
Mississippi,Flora,1800,162,325,349,178,54,1068
Mississippi,Sumner,252,35,21,88,30,20,194
Mississippi,Mantachie,1387,226,382,260,65,12,945
Mississippi,Pace,183,39,43,49,13,14,158
Mississippi,Water Valley,3339,399,918,538,223,163,2241
Mississippi,Hollandale,2293,400,459,408,125,98,1490
Mississippi,Arcola,338,64,53,71,12,2,202
Mississippi,Moss Point,13487,1211,3529,3702,1020,526,9988
Mississippi,Scooba,954,73,74,83,23,14,267
Mississippi,Meadville,622,53,134,125,52,58,422
Mississippi,Forest,5668,1374,1168,974,297,103,3916
Mississippi,Guntown,2654,197,400,675,266,71,1609
Mississippi,Shannon,1862,257,351,403,79,22,1112
Mississippi,Satartia,30,1,6,9,8,1,25
Mississippi,Inverness,915,137,158,194,88,49,626
Mississippi,Lucedale,3059,403,932,600,220,93,2248
Mississippi,Georgetown,262,55,75,56,12,3,201
Mississippi,Renova,949,128,160,154,79,17,538
Mississippi,Beulah,503,75,56,101,39,8,279
Mississippi,Lake,397,45,80,84,12,3,224
Mississippi,Sturgis,229,17,62,57,30,10,176
Mississippi,Doddsville,280,37,29,49,12,7,134
Mississippi,Durant,2908,378,770,482,89,47,1766
Mississippi,Merigold,402,51,83,79,51,24,288
Mississippi,Benoit,477,103,98,72,28,14,315
Mississippi,Magee,4301,636,892,977,133,172,2810
Mississippi,Philadelphia,7284,942,1617,1124,507,353,4543
Mississippi,Lyman,2405,241,509,523,150,124,1547
Mississippi,Booneville,8767,909,1895,1506,546,459,5315
Mississippi,Indianola,9624,1481,1575,1778,773,514,6121
Mississippi,Mendenhall,2835,346,532,522,167,136,1703
Mississippi,Braxton,240,66,31,61,9,0,167
Mississippi,Ruleville,2719,333,528,577,193,96,1727
Mississippi,Puckett,335,25,56,116,24,4,225
Mississippi,Horn Lake,26925,2295,5993,5919,1637,887,16731
Mississippi,Toccopola,288,30,83,59,7,11,190
Mississippi,Pachuta,185,42,42,39,17,12,152
Mississippi,Raleigh,1409,222,367,273,70,47,979
Mississippi,Taylorsville,1998,155,503,383,80,103,1224
Mississippi,Bay Springs,1511,128,366,271,165,54,984
Mississippi,Friars Point,1209,155,190,281,41,11,678
Mississippi,Holly Springs,7578,1180,1666,1207,445,231,4729
Mississippi,Conehatta,1208,183,122,118,109,0,532
Mississippi,Decatur,1917,147,204,339,91,94,875
Mississippi,Lula,243,66,22,59,15,4,166
Mississippi,Calhoun City,1866,313,332,328,118,103,1194
Mississippi,Bassfield,359,49,77,85,10,15,236
Mississippi,Oxford,23037,753,1689,2886,3700,3481,12509
Mississippi,Taylor,260,20,38,73,34,32,197
Mississippi,Wiggins,4552,686,930,1028,240,152,3036
Mississippi,Escatawpa,2811,255,927,986,130,54,2352
Mississippi,Gautier,18563,1498,2732,4962,1693,1038,11923
Mississippi,Vancleave,5048,255,1092,1323,425,149,3244
Mississippi,Greenville,31319,3990,5928,6209,2500,1610,20237
Mississippi,Noxapater,419,75,129,81,10,10,305
Mississippi,Abbeville,395,49,93,84,33,10,269
Mississippi,Seminary,439,85,73,86,39,14,297
Mississippi,Mount Olive,1041,67,278,173,50,52,620
Mississippi,Grenada,12633,1914,2281,2577,1015,534,8321
Mississippi,Myrtle,468,65,117,105,28,8,323
Mississippi,Pearl,26508,1827,6088,5968,2077,1093,17053
Mississippi,Stonewall,961,123,249,279,65,5,721
Mississippi,Coffeeville,1108,103,245,169,94,47,658
Mississippi,Newton,3251,231,607,922,306,46,2112
Mississippi,Charleston,2086,343,452,359,100,28,1282
Mississippi,Madison,25522,341,1450,3894,6492,4679,16856
Mississippi,Plantersville,850,96,230,228,97,25,676
Mississippi,Tupelo,38270,3258,5258,8401,5008,2791,24716
Mississippi,Pearl River,4205,784,688,803,82,45,2402
Mississippi,Walls,1347,99,223,303,93,32,750
Mississippi,Polkville,633,68,171,122,17,10,388
Mississippi,Glendora,54,8,6,13,0,2,29
Mississippi,Coldwater,1646,326,424,335,66,61,1212
Mississippi,Burnsville,936,134,223,159,2,9,527
Mississippi,Magnolia,2119,351,637,308,217,34,1547
Mississippi,Ecru,1237,168,231,224,76,49,748
Mississippi,Thaxton,909,67,155,213,58,34,527
Mississippi,Brooksville,1063,190,218,176,88,17,689
Mississippi,New Hebron,631,39,117,150,57,12,375
Mississippi,North Carrollton,303,59,69,39,13,3,183
Mississippi,Derma,1045,170,341,128,21,14,674
Mississippi,Woodland,184,27,24,39,2,0,92
Mississippi,Hillsboro,1124,225,183,138,93,9,648
Mississippi,Holcomb,445,32,103,68,20,85,308
Mississippi,Kearney Park,1434,106,129,345,67,11,658
Mississippi,Lauderdale,487,11,215,10,0,12,248
Mississippi,Mississippi State,4073,0,0,49,36,81,166
Mississippi,Mississippi Valley State University,1348,10,0,88,29,46,173
Mississippi,Morgantown,1655,434,366,233,110,95,1238
Mississippi,New Hamilton,523,34,141,75,98,30,378
Mississippi,Hide-A-Way Lake,2332,68,371,696,343,259,1737
Mississippi,Nicholson,2473,394,527,519,84,124,1648
Mississippi,Robinhood,1438,270,338,271,75,50,1004
Mississippi,Sharon,1020,80,143,349,25,98,695
Mississippi,Toomsuba,980,43,134,313,0,0,490
Mississippi,Mooreville,879,94,174,246,60,61,635
Mississippi,Tunica Resorts,2292,96,288,788,352,148,1672
Mississippi,University,4490,47,14,0,0,0,61
Mississippi,White Oak,323,193,60,19,0,0,272
Mississippi,Florence,4384,52,922,980,481,214,2649
Mississippi,Rawls Springs,920,71,242,148,121,28,610
Mississippi,Henderson Point,197,24,90,52,12,13,191
Mississippi,Hamilton,427,38,120,120,34,10,322
Mississippi,Glendale,2083,221,556,399,148,40,1364
Mississippi,Coahoma,356,91,33,45,3,4,176
Mississippi,Lyon,409,12,49,117,71,69,318
Mississippi,Lambert,1282,330,272,232,36,11,881
Mississippi,Marks,1741,255,363,373,142,49,1182
Mississippi,Brookhaven,12226,1060,2715,2723,1072,465,8035
Mississippi,Beechwood,3523,229,775,753,334,314,2405
Mississippi,Bogue Chitto CDP (Kemper and Neshoba Counties),460,0,71,173,13,0,257
Mississippi,Bogue Chitto CDP (Lincoln County),352,55,125,58,0,0,238
Mississippi,Bridgetown,2538,200,640,588,221,51,1700
Mississippi,Buckatunna,349,82,89,68,0,0,239
Mississippi,Byram,11657,461,1878,2737,1563,1042,7681
Mississippi,Clara,579,74,86,80,132,78,450
Mississippi,Cleary,1412,87,258,464,182,23,1014
Mississippi,Cloverdale,649,52,207,202,24,9,494
Mississippi,Darling,204,39,45,43,3,0,130
Mississippi,DeLisle,1252,265,207,201,95,69,837
Mississippi,Elliott,995,220,278,78,80,0,656
Mississippi,Farrell,390,88,50,109,5,0,252
Mississippi,Foxworth,536,82,149,60,12,0,303
Mississippi,Byhalia,1537,228,357,264,91,9,949
Mississippi,Louin,278,10,63,63,21,33,190
Mississippi,Collins,2889,477,606,357,314,131,1885
Mississippi,Winona,4367,720,805,694,485,160,2864
Mississippi,New Houlka,651,100,107,91,32,11,341
Mississippi,Columbia,6088,758,1515,1075,346,231,3925
Mississippi,Slate Springs,94,19,34,18,4,1,76
Mississippi,Bruce,1751,220,504,333,69,53,1179
Mississippi,Big Creek,273,87,40,34,6,0,167
Mississippi,Mayersville,655,181,225,87,12,5,510
Mississippi,Como,1280,245,326,169,82,57,879
Mississippi,St. Martin,8203,537,2403,1823,508,212,5483
Mississippi,Crenshaw,928,138,182,162,40,20,542
Mississippi,Pascagoula,21865,2244,4500,5341,1429,1010,14524
Mississippi,Gulf Park Estates,6308,195,787,1567,883,514,3946
Mississippi,Gulf Hills,8252,758,1742,1766,1112,440,5818
Mississippi,State Line,547,33,167,117,7,0,324
Mississippi,Yazoo City,11076,1781,2310,1690,530,257,6568
Mississippi,Mathiston,562,72,108,96,70,42,388
Mississippi,Maben,687,182,98,129,20,6,435
Mississippi,Duck Hill,1133,208,245,175,107,30,765
Mississippi,Sherman,783,75,174,164,27,14,454
Mississippi,Hurley,1276,54,349,314,89,57,863
Mississippi,Prentiss,1223,164,343,254,73,53,887
Mississippi,D'Iberville,13531,841,2949,2951,1103,834,8678
