,Location,Never_Marrieds,Marrieds,Divorceds,Separateds,Widoweds
409,"Shoal Creek, Alabama",20.77,66.61,6.5,0.55,5.58
410,"Loachapoka, Alabama",43.33,38.1,8.57,8.57,1.43
411,"Dadeville, Alabama",32.43,42.72,12.62,3.18,9.05
412,"Pickensville, Alabama",37.52,40.51,10.16,1.79,10.01
413,"Talladega Springs, Alabama",25.52,40.0,18.62,7.59,8.28
414,"Calera, Alabama",22.92,56.53,14.15,2.2,4.19
415,"Coosada, Alabama",25.89,51.13,10.03,4.1,8.85
416,"Vernon, Alabama",29.28,45.88,15.14,1.39,8.3
417,"Uriah, Alabama",22.13,66.8,5.53,0.0,5.53
418,"Vandiver, Alabama",22.89,53.02,16.01,2.73,5.34
419,"Vinegar Bend, Alabama",5.19,88.96,0.0,0.0,5.84
420,"Semmes, Alabama",23.41,52.14,10.5,3.22,10.73
421,"Morrison Crossroads, Alabama",4.41,72.69,22.91,0.0,0.0
422,"Joppa, Alabama",28.87,43.15,4.12,0.0,23.86
423,"Riverside, Alabama",18.71,57.42,14.89,0.74,8.24
424,"Good Hope, Alabama",22.05,60.83,12.33,0.25,4.54
425,"Moody, Alabama",22.53,54.53,13.3,2.57,7.07
426,"Kellyton, Alabama",26.63,44.97,15.38,0.59,12.43
427,"Twin, Alabama",21.95,54.86,10.22,3.49,9.48
428,"Pinson, Alabama",22.2,60.13,11.08,0.71,5.88
429,"Munford, Alabama",26.13,39.87,20.08,3.36,10.57
430,"Cusseta, Alabama",14.43,64.95,5.15,2.06,13.4
431,"Whitesboro, Alabama",24.35,53.18,13.58,0.43,8.46
432,"White Plains, Alabama",15.85,64.0,8.92,0.0,11.23
433,"Whatley, Alabama",11.8,78.65,0.0,0.0,9.55
434,"Weogufka, Alabama",23.77,69.96,6.28,0.0,0.0
435,"Bakerhill, Alabama",10.19,71.3,7.41,6.48,4.63
436,"Butler, Alabama",28.17,44.64,8.54,7.93,10.71
437,"Camden, Alabama",45.47,33.29,11.69,1.31,8.23
438,"Clio, Alabama",30.12,38.24,11.97,5.09,14.58
439,"Millerville, Alabama",16.46,31.65,48.1,0.0,3.8
440,"Megargel, Alabama",0.0,100.0,0.0,0.0,0.0
441,"Marbury, Alabama",27.77,52.34,13.15,1.81,4.93
442,"Malcolm, Alabama",95.65,0.0,4.35,0.0,0.0
443,"Macedonia, Alabama",20.0,26.49,35.14,3.24,15.14
444,"Lookout Mountain, Alabama",33.15,48.85,9.74,0.0,8.25
445,"Mount Olive CDP (Coosa County), Alabama",0.0,79.13,10.0,0.0,10.87
446,"Leroy, Alabama",23.47,43.71,23.47,0.0,9.35
447,"Holtville, Alabama",17.57,60.35,11.35,4.24,6.5
448,"Hollis Crossroads, Alabama",22.08,47.77,16.99,0.0,13.16
449,"Hollins, Alabama",17.72,60.94,7.79,0.0,13.56
450,"Hobson, Alabama",27.21,61.9,6.12,0.0,4.76
451,"Hissop, Alabama",38.18,25.16,19.31,0.0,17.35
452,"Highland Lakes, Alabama",14.8,73.59,6.05,0.0,5.56
453,"Ivalee, Alabama",21.36,65.21,1.41,4.67,7.36
454,"Mount Olive CDP (Jefferson County), Alabama",21.28,61.99,10.06,0.3,6.37
455,"New Union, Alabama",17.52,68.77,6.08,0.0,7.63
456,"Movico, Alabama",11.27,64.79,0.0,23.94,0.0
457,"Penton, Alabama",8.93,28.57,7.14,23.21,32.14
458,"Perdido Beach, Alabama",16.54,39.3,28.99,1.75,13.42
459,"Peterman, Alabama",9.18,84.69,6.12,0.0,0.0
460,"Pine Level, Alabama",24.56,61.58,7.8,3.46,2.6
461,"Putnam, Alabama",0.0,79.17,8.33,12.5,0.0
462,"Ray, Alabama",27.14,38.57,28.57,0.0,5.71
463,"Redland, Alabama",18.81,71.45,6.42,0.0,3.32
464,"Reeltown, Alabama",17.54,62.72,19.74,0.0,0.0
465,"Rockville, Alabama",0.0,56.25,43.75,0.0,0.0
466,"St. Stephens, Alabama",5.8,45.51,37.39,0.0,11.3
467,"Shelby, Alabama",35.49,39.98,8.14,6.78,9.6
468,"Magnolia Springs, Alabama",20.34,65.35,5.77,1.18,7.35
469,"Clay, Alabama",24.28,57.38,9.12,0.6,8.63
470,"Nances Creek, Alabama",13.31,63.47,7.74,2.17,13.31
471,"Nanafalia, Alabama",33.33,57.14,0.0,0.0,9.52
472,"Hatton, Alabama",0.0,66.04,28.3,0.0,5.66
473,"Grimes, Alabama",29.86,37.03,22.35,8.19,2.56
474,"Hackneyville, Alabama",16.78,67.13,12.94,0.0,3.15
475,"Graham, Alabama",26.19,73.81,0.0,0.0,0.0
476,"Uniontown, Alabama",50.89,19.62,8.72,7.22,13.56
477,"Stevenson, Alabama",23.93,51.24,14.0,3.1,7.72
478,"Springville, Alabama",15.44,64.66,12.43,0.0,7.47
479,"Reform, Alabama",39.78,28.28,14.46,5.33,12.15
480,"Pike Road, Alabama",20.36,68.44,7.27,1.21,2.72
481,"Jemison, Alabama",23.56,53.58,9.35,3.79,9.72
482,"Carlton, Alabama",63.89,16.67,19.44,0.0,0.0
483,"Indian Springs Village, Alabama",20.4,69.28,5.28,0.57,4.47
484,"Goodwater, Alabama",35.41,28.9,18.6,5.0,12.09
485,"Fruithurst, Alabama",20.0,62.86,7.62,1.9,7.62
486,"Florala, Alabama",21.89,37.97,18.95,3.36,17.83
487,"Eutaw, Alabama",37.25,28.89,10.28,8.53,15.06
488,"Creola, Alabama",27.03,50.14,12.64,3.11,7.09
489,"Coaling, Alabama",24.72,57.53,13.07,1.19,3.49
490,"Henagar, Alabama",19.78,54.64,18.91,2.15,4.52
491,"Catherine, Alabama",0.0,100.0,0.0,0.0,0.0
492,"Choccolocco, Alabama",16.51,68.1,6.63,1.11,7.65
493,"Chunchula, Alabama",16.67,56.82,21.21,0.0,5.3
494,"Gallant, Alabama",27.98,63.25,2.32,2.48,3.97
495,"Fruitdale, Alabama",44.85,20.61,14.55,10.3,9.7
496,"Fredonia, Alabama",9.89,81.87,8.24,0.0,0.0
497,"Fitzpatrick, Alabama",0.0,56.1,0.0,0.0,43.9
498,"Fayetteville, Alabama",14.87,76.44,8.69,0.0,0.0
499,"Fairford, Alabama",10.94,89.06,0.0,0.0,0.0
500,"Eunola, Alabama",0.0,80.0,11.56,8.44,0.0
501,"Emerald Mountain, Alabama",19.11,69.2,8.89,0.73,2.06
502,"Egypt, Alabama",23.32,56.98,13.96,0.0,5.75
503,"East Point, Alabama",24.74,32.99,42.27,0.0,0.0
504,"Dunnavant, Alabama",15.83,59.5,14.12,1.98,8.58
505,"Delta, Alabama",11.44,88.56,0.0,0.0,0.0
506,"Deer Park, Alabama",52.21,34.51,13.27,0.0,0.0
507,"Cullomburg, Alabama",32.79,50.0,17.21,0.0,0.0
508,"Coats Bend, Alabama",24.79,51.83,15.46,2.69,5.23
509,"Gulfcrest, Alabama",33.47,63.31,3.23,0.0,0.0
510,"Panola, Alabama",45.45,0.0,54.55,0.0,0.0
511,"Crossville, Alabama",22.59,52.5,9.62,0.97,14.31
512,"Ranburne, Alabama",15.59,56.83,16.31,0.0,11.27
513,"Emelle, Alabama",37.5,48.44,6.25,0.0,7.81
514,"Woodville, Alabama",28.59,44.44,16.34,3.1,7.52
515,"Montevallo, Alabama",53.84,30.37,9.83,1.15,4.81
516,"Myrtlewood, Alabama",32.46,46.49,14.04,0.0,7.02
517,"Chatom, Alabama",36.82,39.72,16.03,1.86,5.57
518,"Millry, Alabama",24.95,51.82,13.05,0.19,9.98
519,"Millport, Alabama",20.57,49.23,12.25,1.09,16.85
520,"Sulligent, Alabama",18.51,51.01,15.37,5.29,9.82
521,"Anderson, Alabama",29.44,49.35,7.79,0.0,13.42
522,"Hackleburg, Alabama",20.55,49.68,14.52,3.47,11.78
523,"Trinity, Alabama",18.87,60.31,14.19,0.66,5.96
524,"Gulf Shores, Alabama",24.41,50.16,16.58,0.8,8.06
525,"Summerdale, Alabama",28.15,51.23,14.57,1.11,4.94
526,"Hammondville, Alabama",15.49,59.62,14.32,0.0,10.56
527,"Slocomb, Alabama",25.92,47.26,16.44,1.23,9.16
528,"Hollywood, Alabama",26.25,39.48,16.7,8.35,9.22
529,"Livingston, Alabama",62.14,23.17,5.29,0.77,8.62
530,"Holly Pond, Alabama",16.2,53.55,21.55,1.61,7.1
531,"Colony, Alabama",28.45,36.21,19.83,7.76,7.76
532,"Coker, Alabama",27.65,55.46,11.26,0.51,5.12
533,"Troy, Alabama",58.08,27.15,7.7,0.9,6.17
534,"Jackson, Alabama",33.48,43.53,8.9,6.49,7.61
535,"Dodge City, Alabama",15.7,48.96,21.94,2.54,10.85
536,"Beaverton, Alabama",9.45,52.24,22.39,1.99,13.93
537,"Detroit, Alabama",24.56,50.88,12.87,5.85,5.85
538,"Kennedy, Alabama",18.16,58.42,10.53,5.26,7.63
539,"Hytop, Alabama",18.59,60.9,11.54,0.64,8.33
540,"Pisgah, Alabama",25.92,37.6,21.76,5.76,8.96
541,"Coffeeville, Alabama",39.18,29.82,14.33,6.43,10.23
542,"Blountsville, Alabama",25.34,45.24,17.36,2.11,9.95
543,"Locust Fork, Alabama",22.62,56.96,11.8,1.66,6.96
544,"Smoke Rise, Alabama",11.07,73.16,12.42,0.0,3.35
545,"Thomasville, Alabama",34.43,48.43,5.63,2.48,9.04
546,"Memphis, Alabama",6.9,48.28,10.34,20.69,13.79
547,"Hanceville, Alabama",28.59,34.83,17.59,2.57,16.42
548,"Spanish Fort, Alabama",25.57,52.9,11.47,0.38,9.68
549,"Our Town, Alabama",6.17,67.44,14.07,0.0,12.33
550,"Geiger, Alabama",30.14,55.71,8.68,1.83,3.65
551,"Sylacauga, Alabama",33.89,41.82,13.28,3.42,7.59
552,"Lester, Alabama",22.16,59.88,11.38,4.19,2.4
553,"Grove Hill, Alabama",35.33,41.0,13.13,2.92,7.62
554,"Headland, Alabama",24.9,54.59,12.65,1.48,6.38
555,"Enterprise, Alabama",25.59,52.42,12.41,3.3,6.28
556,"Hodges, Alabama",22.14,56.46,9.96,5.9,5.54
557,"Collinsville, Alabama",35.19,38.72,12.39,2.21,11.49
558,"Lynn, Alabama",18.74,42.95,19.16,3.37,15.79
559,"Centre, Alabama",25.63,40.08,18.35,2.5,13.45
560,"Moulton, Alabama",26.54,46.1,14.62,2.21,10.53
561,"Ridgeville, Alabama",50.91,28.18,7.27,2.73,10.91
562,"Cullman, Alabama",25.24,48.37,16.98,1.09,8.33
563,"Ragland, Alabama",22.31,54.23,13.24,1.55,8.67
564,"Epes, Alabama",42.58,36.65,18.01,0.85,1.91
565,"Petrey, Alabama",13.89,44.44,19.44,19.44,2.78
566,"Union Springs, Alabama",48.17,34.75,6.83,5.47,4.78
567,"Dozier, Alabama",41.06,32.12,16.56,1.32,8.94
568,"Beatrice, Alabama",46.09,26.75,14.4,6.58,6.17
569,"Greensboro, Alabama",55.81,21.88,12.95,1.43,7.93
570,"Cedar Bluff, Alabama",16.05,53.9,15.41,4.57,10.08
571,"Pinckard, Alabama",24.63,50.0,15.02,1.97,8.37
572,"Union Grove, Alabama",12.12,66.67,6.06,4.55,10.61
573,"Riverview, Alabama",20.29,42.03,14.49,2.9,20.29
574,"Phenix City, Alabama",35.91,40.65,13.7,3.56,6.18
575,"Cleveland, Alabama",18.53,66.47,8.24,0.39,6.37
576,"Sanford, Alabama",21.12,57.76,14.29,0.0,6.83
577,"Cherokee, Alabama",19.54,50.8,16.21,6.08,7.38
578,"Dora, Alabama",22.24,49.82,14.75,4.26,8.93
579,"Selma, Alabama",46.04,28.73,12.36,4.03,8.84
580,"Paint Rock, Alabama",15.54,56.76,20.95,0.0,6.76
581,"Hayden, Alabama",24.12,52.6,12.77,1.51,8.99
582,"McMullen, Alabama",0.0,0.0,40.0,0.0,60.0
583,"Thomaston, Alabama",44.69,39.19,9.89,2.93,3.3
584,"Southside, Alabama",21.82,60.22,11.05,1.05,5.86
585,"Nelson Lagoon, Alaska",41.89,47.3,5.41,0.0,5.41
586,"Chiniak, Alaska",0.0,0.0,0.0,0.0,0.0
587,"Womens Bay, Alaska",26.71,63.15,6.85,2.47,0.82
588,"Ouzinkie, Alaska",51.45,33.33,8.7,0.0,6.52
589,"Larsen Bay, Alaska",42.55,21.28,12.77,0.0,23.4
590,"Savoonga, Alaska",58.41,28.89,2.22,2.38,8.1
591,"Atmautluak, Alaska",46.48,36.62,2.11,7.75,7.04
592,"Brevig Mission, Alaska",63.4,28.3,1.89,1.51,4.91
593,"Kodiak Station, Alaska",23.24,73.66,1.07,0.6,1.43
594,"Eek, Alaska",41.72,49.39,1.53,2.15,5.21
595,"Crooked Creek, Alaska",57.35,33.82,5.88,0.0,2.94
596,"Bethel, Alaska",46.14,38.01,9.31,3.34,3.21
597,"Kalifornsky, Alaska",21.17,60.19,12.44,1.17,5.04
598,"Beluga, Alaska",50.0,0.0,0.0,0.0,50.0
599,"Nome, Alaska",41.68,38.89,12.81,2.72,3.9
600,"Funny River, Alaska",20.42,57.07,14.74,1.49,6.27
601,"Chevak, Alaska",64.12,26.12,4.5,0.62,4.62
602,"Cantwell, Alaska",30.38,39.24,20.89,0.0,9.49
603,"Emmonak, Alaska",57.47,30.81,4.35,1.7,5.67
604,"Halibut Cove, Alaska",25.35,67.61,0.0,0.0,7.04
605,"Old Harbor, Alaska",62.56,18.48,10.43,1.42,7.11
606,"Akhiok, Alaska",46.51,34.88,4.65,13.95,0.0
607,"Stebbins, Alaska",50.77,33.44,3.41,3.72,8.67
608,"St. Michael, Alaska",62.41,26.95,2.84,2.48,5.32
609,"Diomede, Alaska",81.13,11.32,7.55,0.0,0.0
610,"Game Creek, Alaska",0.0,0.0,0.0,0.0,0.0
611,"Seldovia Village, Alaska",19.58,60.84,14.69,2.1,2.8
612,"Primrose, Alaska",29.29,51.52,0.0,19.19,0.0
613,"Kenai, Alaska",29.05,45.59,16.11,3.45,5.8
614,"Fritz Creek, Alaska",31.72,49.45,12.84,2.14,3.85
615,"Attu Station, Alaska",64.71,0.0,35.29,0.0,0.0
616,"Wainwright, Alaska",45.11,43.39,3.74,2.3,5.46
617,"Ferry, Alaska",25.0,75.0,0.0,0.0,0.0
618,"Kasilof, Alaska",39.5,40.06,0.0,13.45,7.0
619,"Salcha, Alaska",30.58,65.16,2.88,0.0,1.38
620,"Kwethluk, Alaska",55.21,29.49,4.43,4.66,6.21
621,"Manley Hot Springs, Alaska",25.81,61.29,8.06,0.0,4.84
622,"Fox, Alaska",34.28,26.33,36.22,0.0,3.18
623,"Fairbanks, Alaska",36.23,48.16,10.39,1.87,3.36
624,"Ester, Alaska",43.64,46.29,5.64,0.34,4.1
625,"Pleasant Valley, Alaska",13.51,86.49,0.0,0.0,0.0
626,"Tenakee Springs, Alaska",12.0,67.2,16.8,0.0,4.0
627,"Chenega, Alaska",55.0,25.0,0.0,17.5,2.5
628,"Nelchina, Alaska",0.0,100.0,0.0,0.0,0.0
629,"Copper Center, Alaska",55.42,18.33,17.92,1.67,6.67
630,"Mendeltna, Alaska",65.38,0.0,34.62,0.0,0.0
631,"Silver Springs, Alaska",22.78,69.62,5.06,0.0,2.53
632,"Alakanuk, Alaska",52.35,37.34,0.94,1.31,8.07
633,"Anderson, Alaska",45.97,41.13,11.29,0.0,1.61
634,"Nuiqsut, Alaska",56.31,30.77,3.38,0.31,9.23
635,"False Pass, Alaska",46.97,30.3,13.64,9.09,0.0
636,"McGrath, Alaska",35.78,43.63,13.24,3.92,3.43
637,"Tununak, Alaska",54.5,32.88,4.5,4.05,4.05
638,"Big Lake, Alaska",26.87,52.51,12.67,0.38,7.56
639,"New Stuyahok, Alaska",45.33,44.8,3.47,2.4,4.0
640,"Nightmute, Alaska",57.69,30.77,0.0,3.08,8.46
641,"Galena, Alaska",44.11,39.85,8.52,1.75,5.76
642,"Coldfoot, Alaska",24.24,59.09,16.67,0.0,0.0
643,"Arctic Village, Alaska",59.05,22.86,11.43,1.9,4.76
644,"Kotzebue, Alaska",45.9,36.71,10.54,2.05,4.8
645,"Ambler, Alaska",65.12,26.98,2.33,0.0,5.58
646,"Ekwok, Alaska",50.0,35.0,8.33,0.0,6.67
647,"Aleknagik, Alaska",49.36,28.21,10.26,1.28,10.9
648,"Venetie, Alaska",48.33,43.33,1.67,4.17,2.5
649,"Red Dog Mine, Alaska",41.46,58.54,0.0,0.0,0.0
650,"Tanana, Alaska",46.35,30.73,10.42,3.65,8.85
651,"Rampart, Alaska",35.48,16.13,35.48,0.0,12.9
652,"Grayling, Alaska",59.35,26.02,8.13,2.44,4.07
653,"Fort Yukon, Alaska",49.03,27.18,11.65,4.61,7.52
654,"Stony River, Alaska",58.33,33.33,8.33,0.0,0.0
655,"Akiak, Alaska",48.61,44.22,1.2,1.59,4.38
656,"Kiana, Alaska",52.51,26.82,9.5,5.59,5.59
657,"Kivalina, Alaska",55.26,28.64,12.3,0.22,3.58
658,"Anaktuvuk Pass, Alaska",63.24,25.49,3.92,1.47,5.88
659,"Angoon, Alaska",32.42,41.1,23.06,0.46,2.97
660,"Dry Creek, Alaska",45.11,39.1,0.0,6.77,9.02
661,"Susitna, Alaska",0.0,0.0,0.0,0.0,0.0
662,"Lakes, Alaska",28.7,55.79,9.79,2.63,3.09
663,"Lake Louise, Alaska",0.0,0.0,0.0,0.0,100.0
664,"Gateway, Alaska",29.81,55.86,9.93,1.43,2.97
665,"Fishhook, Alaska",34.8,50.69,11.53,0.4,2.58
666,"Farm Loop, Alaska",35.11,50.87,6.63,3.7,3.7
667,"Tuluksak, Alaska",50.0,41.32,3.12,2.08,3.47
668,"Mekoryuk, Alaska",44.44,40.35,8.19,1.75,5.26
669,"Kongiganak, Alaska",49.16,41.41,4.71,2.02,2.69
670,"Kasigluk, Alaska",50.0,34.47,4.74,6.05,4.74
671,"Aniak, Alaska",36.06,47.06,9.72,2.3,4.86
672,"Akutan, Alaska",37.37,47.18,10.62,2.55,2.28
673,"Ruby, Alaska",48.09,35.88,10.69,0.0,5.34
674,"Koliganek, Alaska",37.07,53.45,1.72,1.72,6.03
675,"Kaltag, Alaska",55.84,35.71,5.19,0.65,2.6
676,"Four Mile Road, Alaska",100.0,0.0,0.0,0.0,0.0
677,"Evansville, Alaska",45.45,0.0,54.55,0.0,0.0
678,"Knik-Fairview, Alaska",30.49,51.57,12.78,1.11,4.05
679,"Wasilla, Alaska",32.56,42.37,14.3,3.08,7.69
680,"Shageluk, Alaska",61.4,21.05,3.51,3.51,10.53
681,"Takotna, Alaska",33.33,33.33,0.0,20.0,13.33
682,"Dillingham, Alaska",37.25,41.56,11.0,5.01,5.18
683,"Quinhagak, Alaska",41.01,48.17,2.79,4.71,3.32
684,"Tanaina, Alaska",34.15,51.61,9.93,1.56,2.76
685,"Pilot Station, Alaska",61.24,32.3,1.69,0.0,4.78
686,"Port Lions, Alaska",27.65,53.53,3.53,5.29,10.0
687,"Mountain Village, Alaska",62.09,25.22,3.3,4.7,4.7
688,"Scammon Bay, Alaska",55.46,34.2,3.16,2.87,4.31
689,"Point Hope, Alaska",53.59,35.36,3.59,1.1,6.35
690,"Hoonah, Alaska",37.67,37.37,15.25,3.44,6.28
691,"Stevens Village, Alaska",77.78,0.0,0.0,0.0,22.22
692,"Glennallen, Alaska",11.46,88.54,0.0,0.0,0.0
693,"Buckland, Alaska",50.84,37.59,3.61,2.41,5.54
694,"Deering, Alaska",51.49,27.72,6.93,5.94,7.92
695,"Central, Alaska",19.15,55.32,25.53,0.0,0.0
696,"Homer, Alaska",28.8,51.31,13.0,1.44,5.45
697,"Soldotna, Alaska",33.17,41.69,16.95,2.73,5.46
698,"Aleneva, Alaska",55.56,44.44,0.0,0.0,0.0
699,"Salamatof, Alaska",41.78,35.14,17.91,2.36,2.82
700,"Kodiak, Alaska",36.31,45.85,12.38,1.96,3.49
701,"Nikiski, Alaska",30.75,49.08,12.19,1.8,6.18
702,"Cohoe, Alaska",19.18,54.29,18.51,2.1,5.92
703,"Nikolaevsk, Alaska",21.46,59.82,15.98,0.0,2.74
704,"Chistochina, Alaska",62.67,8.0,18.67,0.0,10.67
705,"Chitina, Alaska",58.23,8.86,31.65,0.0,1.27
706,"Mentasta Lake, Alaska",34.97,33.13,12.88,10.43,8.59
707,"Tonsina, Alaska",0.0,0.0,64.29,0.0,35.71
708,"Whittier, Alaska",44.21,32.64,16.53,3.31,3.31
709,"Huslia, Alaska",47.14,40.36,3.93,2.14,6.43
710,"Seldovia, Alaska",24.75,54.46,14.85,0.0,5.94
711,"Butte, Alaska",31.88,52.04,11.5,1.44,3.13
712,"Eielson AFB, Alaska",27.98,64.74,3.75,3.16,0.37
713,"Circle, Alaska",47.62,33.33,14.29,2.38,2.38
714,"Chalkyitsik, Alaska",56.04,29.67,5.49,5.49,3.3
715,"Livengood, Alaska",0.0,0.0,100.0,0.0,0.0
716,"Minto, Alaska",69.41,21.18,9.41,0.0,0.0
717,"Nikolai, Alaska",65.71,21.9,6.67,2.86,2.86
718,"Palmer, Alaska",39.58,38.9,14.48,2.33,4.71
719,"College, Alaska",42.62,43.28,11.2,1.36,1.55
720,"Koyukuk, Alaska",60.78,27.45,3.92,3.92,3.92
721,"Newtok, Alaska",58.09,34.44,1.66,1.24,4.56
722,"Platinum, Alaska",38.46,46.15,15.38,0.0,0.0
723,"Houston, Alaska",30.15,46.67,15.35,2.57,5.26
724,"Petersville, Alaska",0.0,0.0,0.0,0.0,0.0
725,"Sutton-Alpine, Alaska",38.23,35.41,18.68,3.69,3.98
726,"Beaver, Alaska",65.91,6.82,15.91,0.0,11.36
727,"Bettles, Alaska",33.33,33.33,33.33,0.0,0.0
728,"Nunapitchuk, Alaska",47.33,43.37,2.93,1.89,4.48
729,"Hughes, Alaska",55.22,31.34,2.99,4.48,5.97
730,"Napaskiak, Alaska",46.26,38.77,3.08,2.64,9.25
731,"Toksook Bay, Alaska",52.72,38.86,1.63,2.99,3.8
732,"Craig, Alaska",31.08,46.47,15.49,2.28,4.67
733,"Mosquito Lake, Alaska",12.99,25.97,61.04,0.0,0.0
734,"Tetlin, Alaska",70.87,17.48,8.74,0.0,2.91
735,"Pope-Vannoy Landing, Alaska",0.0,0.0,0.0,0.0,0.0
736,"Perryville, Alaska",61.19,25.37,7.46,1.49,4.48
737,"Ivanof Bay, Alaska",0.0,0.0,0.0,0.0,0.0
738,"Iliamna, Alaska",26.09,65.22,8.7,0.0,0.0
739,"Levelock, Alaska",60.0,2.0,22.0,2.0,14.0
740,"Alatna, Alaska",50.0,0.0,0.0,50.0,0.0
741,"Point MacKenzie, Alaska",52.13,31.08,9.92,5.89,0.98
742,"Meadow Lakes, Alaska",31.59,45.71,14.49,2.65,5.57
743,"Lazy Mountain, Alaska",25.46,54.31,14.36,2.69,3.18
744,"Chase, Alaska",100.0,0.0,0.0,0.0,0.0
745,"Napakiak, Alaska",50.37,32.96,4.81,4.44,7.41
746,"Goodnews Bay, Alaska",54.47,31.71,2.44,1.63,9.76
747,"Sterling, Alaska",22.29,58.23,11.44,1.79,6.24
748,"Hope, Alaska",0.0,86.36,13.64,0.0,0.0
749,"Elfin Cove, Alaska",0.0,100.0,0.0,0.0,0.0
750,"Hobart Bay, Alaska",0.0,0.0,0.0,0.0,0.0
751,"Shishmaref, Alaska",59.71,30.0,2.86,1.43,6.0
752,"Teller, Alaska",65.35,19.69,4.72,2.36,7.87
753,"Manokotak, Alaska",43.99,48.52,2.34,1.72,3.43
754,"Kotlik, Alaska",56.59,27.13,5.43,6.01,4.84
755,"Chignik Lake, Alaska",34.09,52.27,2.27,0.0,11.36
756,"St. Mary's, Alaska",56.09,25.06,7.36,5.06,6.44
757,"Kaktovik, Alaska",62.7,23.02,3.17,5.56,5.56
758,"Anchor Point, Alaska",24.65,50.65,19.2,0.95,4.55
759,"Cooper Landing, Alaska",5.88,82.35,6.14,0.0,5.63
760,"Ninilchik, Alaska",20.03,59.13,10.42,2.08,8.33
761,"Diamond Ridge, Alaska",24.71,59.01,11.34,1.07,3.88
762,"Fox River, Alaska",29.45,63.56,3.5,0.87,2.62
763,"Healy, Alaska",33.68,50.69,13.33,2.3,0.0
764,"Newhalen, Alaska",52.87,21.84,9.2,5.75,10.34
765,"Pedro Bay, Alaska",55.0,35.0,5.0,0.0,5.0
766,"Pilot Point, Alaska",35.38,52.31,4.62,0.0,7.69
767,"South Naknek, Alaska",39.02,31.71,12.2,4.88,12.2
768,"Ketchikan, Alaska",34.05,44.14,14.96,1.63,5.22
769,"Coffman Cove, Alaska",13.49,60.32,15.87,0.0,10.32
770,"Excursion Inlet, Alaska",63.64,12.12,24.24,0.0,0.0
771,"Egegik, Alaska",14.1,61.54,14.1,0.0,10.26
772,"Port Heiden, Alaska",35.48,46.77,8.06,3.23,6.45
773,"Port Protection, Alaska",26.32,0.0,73.68,0.0,0.0
774,"Portage Creek, Alaska",0.0,0.0,0.0,0.0,0.0
775,"Twin Hills, Alaska",54.0,8.0,6.0,16.0,16.0
776,"Kobuk, Alaska",66.67,29.63,1.23,1.23,1.23
777,"Atqasuk, Alaska",64.55,21.82,1.82,1.82,10.0
778,"Kipnuk, Alaska",45.13,42.99,4.04,2.85,4.99
779,"Kwigillingok, Alaska",35.08,52.82,2.42,1.61,8.06
780,"Lower Kalskag, Alaska",47.34,39.89,2.66,2.66,7.45
781,"Togiak, Alaska",52.51,34.31,8.16,2.93,2.09
782,"Upper Kalskag, Alaska",50.0,36.49,6.08,0.68,6.76
783,"Metlakatla, Alaska",39.02,42.93,10.65,2.11,5.28
784,"Karluk, Alaska",61.54,33.33,5.13,0.0,0.0
785,"Eagle, Alaska",23.53,54.41,11.76,5.88,4.41
786,"Northway Junction, Alaska",57.58,33.33,9.09,0.0,0.0
787,"Northway Village, Alaska",59.49,26.58,2.53,0.0,11.39
788,"Tanacross, Alaska",52.07,30.58,7.44,1.65,8.26
789,"Juneau city and borough, Alaska",32.17,49.74,11.96,1.93,4.21
790,"Kenny Lake, Alaska",0.0,0.0,100.0,0.0,0.0
791,"Klawock, Alaska",33.33,39.77,17.88,2.29,6.72
792,"Tyonek, Alaska",56.52,29.71,5.8,2.9,5.07
793,"Gakona, Alaska",32.67,41.58,22.77,0.0,2.97
794,"Tolsona, Alaska",0.0,0.0,0.0,0.0,0.0
795,"Valdez, Alaska",31.29,56.24,10.74,0.0,1.73
796,"Klukwan, Alaska",34.04,27.66,29.79,0.0,8.51
797,"Gambell, Alaska",59.72,27.08,2.78,3.24,7.18
798,"Golovin, Alaska",45.78,37.35,10.84,0.0,6.02
799,"Cordova, Alaska",24.15,53.4,19.54,1.25,1.66
800,"Harding-Birch Lakes, Alaska",4.88,80.0,6.34,0.0,8.78
801,"Chefornak, Alaska",54.81,39.07,2.92,0.87,2.33
802,"Kake, Alaska",40.62,41.25,10.0,2.29,5.83
803,"Happy Valley, Alaska",19.89,63.65,12.12,0.0,4.34
804,"King Cove, Alaska",37.16,51.05,4.95,1.58,5.26
805,"Hooper Bay, Alaska",61.57,27.47,6.02,1.85,3.09
806,"Ridgeway, Alaska",27.34,60.82,9.54,0.64,1.67
807,"Allakaket, Alaska",62.6,26.72,2.29,2.29,6.11
808,"St. Paul, Alaska",52.11,27.04,14.65,0.56,5.63
809,"Slana, Alaska",0.0,0.0,0.0,0.0,0.0
810,"Point Baker, Alaska",0.0,0.0,0.0,0.0,0.0
811,"Gulkana, Alaska",82.61,0.0,10.87,0.0,6.52
812,"Naukati Bay, Alaska",37.25,41.18,21.57,0.0,0.0
813,"Crown Point, Alaska",20.51,64.1,15.38,0.0,0.0
814,"Tazlina, Alaska",48.65,32.43,13.9,1.54,3.47
815,"Port Graham, Alaska",57.86,25.79,9.43,0.63,6.29
816,"Chignik, Alaska",17.02,76.6,6.38,0.0,0.0
817,"Anchorage municipal, Alaska",34.16,49.0,11.89,1.6,3.35
